"Year","Age","Gender","City","Position","experienced_year","Seniority_level","Current_Salary","main_language","company_size","company_type","programming_skills","lon","lat"
2018,40,"MALE","BERLIN","SENIOR JAVA DEVELOPER","16 to 20","SENIOR",75000,"ENGLISH","51-100","PRODUCT","UNKNOWN",13.404954,52.5200066
2018,37,"MALE","COLOGNE","SOFTWARE TESTER","Less than 5","MIDDLE",53000,"DEUTSCH","11-50","AGENCY","UNKNOWN",-93.7805556,44.7688889
2018,25,"MALE","MUNICH","DEVELOPER","Less than 5","MIDDLE",60000,"ENGLISH","1000+","PRODUCT","UNKNOWN",11.5819805,48.1351253
2018,31,"FEMALE","MUNICH","PM","6 to 10","SENIOR",110000,"ENGLISH","1000+","PRODUCT","UNKNOWN",11.5819805,48.1351253
2019,33,"MALE","BERLIN","FULLSTACK","11 to 15","SENIOR",64000,"ENGLISH","51-100","STARTUP","PHP",13.404954,52.5200066
2019,29,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",55000,"ENGLISH","11-50","PRODUCT","PYTHON",13.404954,52.5200066
2019,30,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",63000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2019,32,"MALE","BERLIN","EMBEDDED","6 to 10","SENIOR",66000,"ENGLISH","51-100","PRODUCT","C/C++",13.404954,52.5200066
2019,33,"MALE","BERLIN","ML ENGINEER","11 to 15","MIDDLE",80000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,34,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",85000,"ENGLISH","51-100","STARTUP","JAVA",13.404954,52.5200066
2019,38,"MALE","BERLIN","MANAGER","11 to 15","HEAD/LEAD",81000,"DEUTSCH","101-1000","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,29,"MALE","BERLIN","MOBILE DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2019,27,"MALE","BERLIN","FULLSTACK","6 to 10","MIDDLE",63000,"ENGLISH","11-50","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2019,23,"MALE","BERLIN","DEVELOPER","6 to 10","SENIOR",83000,"ENGLISH","11-50","STARTUP","AWS",13.404954,52.5200066
2019,27,"MALE","BERLIN","DESIGNER (UI/UX)","6 to 10","SENIOR",66000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,33,"MALE","BERLIN","FRONTEND","6 to 10","SENIOR",70000,"ENGLISH","11-50","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"MALE","BERLIN","MOBILE DEVELOPER","6 to 10","MIDDLE",72000,"ENGLISH","101-1000","PRODUCT","SWIFT",13.404954,52.5200066
2019,34,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",87000,"ENGLISH","51-100","PRODUCT","JAVA",13.404954,52.5200066
2019,33,"MALE","BERLIN","DEVELOPER","11 to 15","SENIOR",90000,"ENGLISH","1000+","PRODUCT","KUBERNETES",13.404954,52.5200066
2019,31,"MALE","BERLIN","DATA SCIENTIST","6 to 10","SENIOR",78000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,24,"MALE","BERLIN","ML ENGINEER","Less than 5","MIDDLE",70000,"ENGLISH","11-50","STARTUP","C/C++",13.404954,52.5200066
2019,28,"MALE","HAMBURG","BACKEND DEVELOPER","6 to 10","SENIOR",55000,"ENGLISH","101-1000","PRODUCT","PHP",9.9936819,53.5510846
2019,27,"MALE","BERLIN","DATA ENGINEER","Less than 5","SENIOR",75000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,32,"MALE","BERLIN","DEVELOPER","11 to 15","SENIOR",60000,"ENGLISH","51-100","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,32,"MALE","BERLIN","DEVELOPER","6 to 10","SENIOR",72000,"ENGLISH","1000+","PRODUCT","AWS",13.404954,52.5200066
2019,38,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","SENIOR",80000,"ENGLISH","UP TO 10","PRODUCT","RUBY",13.404954,52.5200066
2019,31,"MALE","BERLIN","QA","6 to 10","SENIOR",67000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,31,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2019,32,"MALE","BERLIN","SOFTWARE ARCHITECT","11 to 15","SENIOR",78600,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,44,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","SENIOR",60000,"DEUTSCH","51-100","CONSULTING / AGENCY",".NET",13.404954,52.5200066
2019,31,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","11-50","PRODUCT","PHP",13.404954,52.5200066
2019,36,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",65000,"ENGLISH","1000+","PRODUCT","PHP",13.404954,52.5200066
2019,33,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",58000,"DEUTSCH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,37,"MALE","BERLIN","DATA ENGINEER","16 to 20","SENIOR",65000,"ENGLISH","1000+","PRODUCT","SCALA",13.404954,52.5200066
2019,29,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",190000,"ENGLISH","UP TO 10","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,33,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",69000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,35,"MALE","FRANKFURT","BUSINESS ANALYST","11 to 15","MIDDLE",72000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",8.6821267,50.1109221
2019,35,"MALE","COLOGNE","BACKEND DEVELOPER","Less than 5","SENIOR",67000,"ENGLISH","51-100","STARTUP","JAVA",-93.7805556,44.7688889
2019,31,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","11-50","PRODUCT","CLOJURE",13.404954,52.5200066
2019,35,"MALE","BERLIN","DATA ENGINEER","6 to 10","MIDDLE",70000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,27,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","51-100","STARTUP","PHP",13.404954,52.5200066
2019,38,"FEMALE","BERLIN","MANAGER","6 to 10","SENIOR",85000,"ENGLISH","11-50","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",62000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,29,"MALE","DUSSELDORF","BACKEND DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","1000+","PRODUCT","JAVA",6.7734556,51.2277411
2019,30,"MALE","WOLFSBURG","BACKEND DEVELOPER","Less than 5","SENIOR",75000,"ENGLISH","51-100","CONSULTING / AGENCY","JAVA",-78.5297402,40.0464693
2019,30,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",61000,"ENGLISH","101-1000","STARTUP","RUBY",13.404954,52.5200066
2019,31,"MALE","BERLIN","FULLSTACK","11 to 15","SENIOR",80000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,33,"MALE","COLOGNE","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"DEUTSCH","11-50","STARTUP",".NET",-93.7805556,44.7688889
2019,31,"MALE","MUNICH","FRONTEND","6 to 10","SENIOR",56600,"DEUTSCH","1000+","CONSULTING / AGENCY","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,30,"MALE","MUNICH","DATA SCIENTIST","6 to 10","HEAD/LEAD",81000,"ENGLISH","11-50","STARTUP","PYTHON",11.5819805,48.1351253
2019,28,"MALE","BERLIN","DATA SCIENTIST","Less than 5","SENIOR",75000,"ENGLISH","101-1000","STARTUP","PYTHON",13.404954,52.5200066
2019,27,"MALE","MUNICH","MOBILE DEVELOPER","Less than 5","SENIOR",72000,"ENGLISH","101-1000","CONSULTING / AGENCY","KOTLIN",11.5819805,48.1351253
2019,28,"MALE","BERLIN","ML ENGINEER","6 to 10","MIDDLE",61000,"ENGLISH","101-1000","STARTUP","PYTHON",13.404954,52.5200066
2019,36,"FEMALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",76000,"ENGLISH","51-100","STARTUP","PYTHON",11.5819805,48.1351253
2019,28,"MALE","MUNICH","MOBILE DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","11-50","STARTUP","SWIFT",11.5819805,48.1351253
2019,40,"MALE","BERLIN","MANAGER","11 to 15","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,34,"MALE","BERLIN","SUPPORT","6 to 10","SENIOR",60000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2019,27,"FEMALE","BERLIN","DATA SCIENTIST","Less than 5","MIDDLE",66000,"ENGLISH","101-1000","STARTUP","PYTHON",13.404954,52.5200066
2019,30,"MALE","MUNICH","MOBILE DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","1000+","PRODUCT","SWIFT",11.5819805,48.1351253
2019,32,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",65000,"ENGLISH","51-100","PRODUCT","PHP",13.404954,52.5200066
2019,23,"MALE","BERLIN","DATA SCIENTIST","Less than 5","MIDDLE",50000,"ENGLISH","51-100","STARTUP","PYTHON",13.404954,52.5200066
2019,35,"MALE","MUNICH","EMBEDDED","11 to 15","SENIOR",78000,"ENGLISH","101-1000","CONSULTING / AGENCY","C/C++",11.5819805,48.1351253
2019,30,"MALE","MUNICH","DEVELOPER","6 to 10","MIDDLE",80000,"ENGLISH","51-100","PRODUCT","AWS",11.5819805,48.1351253
2019,40,"MALE","MUNICH","MOBILE DEVELOPER","11 to 15","SENIOR",113000,"ENGLISH","11-50","PRODUCT","SWIFT",11.5819805,48.1351253
2019,27,"MALE","MUNICH","BACKEND DEVELOPER","Less than 5","SENIOR",70000,"ENGLISH","101-1000","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,36,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",73000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,36,"MALE","BERLIN","MANAGER","11 to 15","HEAD/LEAD",80000,"ENGLISH","1000+","PRODUCT","PHP",13.404954,52.5200066
2019,31,"MALE","BERLIN","FULLSTACK","6 to 10","SENIOR",64000,"ENGLISH","11-50","STARTUP","PYTHON",13.404954,52.5200066
2019,26,"MALE","MUNICH","QA","Less than 5","MIDDLE",58000,"ENGLISH","51-100","PRODUCT","RUBY",11.5819805,48.1351253
2019,26,"MALE","MUNICH","FULLSTACK","Less than 5","JUNIOR",60000,"ENGLISH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,32,"FEMALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",96000,"ENGLISH","1000+","PRODUCT",".NET",13.404954,52.5200066
2019,38,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,29,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","SENIOR",55000,"ENGLISH","101-1000","PRODUCT","RUBY",11.5819805,48.1351253
2019,30,"MALE","BERLIN","DATA SCIENTIST","6 to 10","HEAD/LEAD",115000,"ENGLISH","1000+","STARTUP","PYTHON",13.404954,52.5200066
2019,26,"MALE","MUNICH","QA","6 to 10","MIDDLE",65000,"ENGLISH","1000+","PRODUCT","PYTHON",11.5819805,48.1351253
2019,30,"MALE","MUNICH","DEVELOPER","6 to 10","MIDDLE",80000,"ENGLISH","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,35,"MALE","MUNICH","DEVELOPER","16 to 20","SENIOR",72000,"DEUTSCH","1000+","CONSULTING / AGENCY","YAML",11.5819805,48.1351253
2019,35,"MALE","BERLIN","FRONTEND","11 to 15","SENIOR",72000,"ENGLISH","51-100","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,38,"MALE","BERLIN","DEVELOPER","6 to 10","MIDDLE",67000,"ENGLISH","1000+","STARTUP","AWS",13.404954,52.5200066
2019,36,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",70000,"DEUTSCH","101-1000","PRODUCT","PHP",11.5819805,48.1351253
2019,30,"MALE","BERLIN","QA","6 to 10","SENIOR",67500,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,33,"MALE","BERLIN","QA","6 to 10","SENIOR",75000,"ENGLISH","101-1000","STARTUP","JAVA",13.404954,52.5200066
2019,37,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","HEAD/LEAD",89570,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,36,"MALE","BERLIN","SUPPORT","16 to 20","MIDDLE",36000,"ENGLISH","101-1000","STARTUP","AZURE",13.404954,52.5200066
2019,39,"FEMALE","HAMBURG","BACKEND DEVELOPER","Less than 5","MIDDLE",55000,"DEUTSCH","101-1000","PRODUCT","RUBY",9.9936819,53.5510846
2019,33,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","11-50","PRODUCT",".NET",13.404954,52.5200066
2019,30,"MALE","BERLIN","FRONTEND","6 to 10","MIDDLE",56500,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,32,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",68000,"ENGLISH","51-100","PRODUCT","PHP",13.404954,52.5200066
2019,43,"MALE","BERLIN","QA","6 to 10","SENIOR",80000,"ENGLISH","11-50","STARTUP","NOT RELEVANT",13.404954,52.5200066
2019,29,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",69000,"ENGLISH","1000+","PRODUCT","PHP",13.404954,52.5200066
2019,33,"MALE","LEIPZIG","MOBILE DEVELOPER","11 to 15","SENIOR",56000,"ENGLISH","101-1000","CONSULTING / AGENCY","KOTLIN",12.3730747,51.3396955
2019,37,"MALE","BERLIN","MANAGER","11 to 15","SENIOR",80000,"RUSSIAN","101-1000","PRODUCT","OBJECTIVE-C",13.404954,52.5200066
2019,36,"MALE","BERLIN","SOFTWARE ENGINEER","11 to 15","SENIOR",67000,"DEUTSCH","101-1000","CONSULTING / AGENCY","PYTHON",13.404954,52.5200066
2019,39,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","SENIOR",82000,"ENGLISH","101-1000","STARTUP","JAVA",13.404954,52.5200066
2019,27,"FEMALE","BERLIN","DATA SCIENTIST","Less than 5","MIDDLE",58500,"ENGLISH","51-100","STARTUP","PYTHON",13.404954,52.5200066
2019,46,"MALE","BERLIN","DEVELOPER","Less than 5","JUNIOR",55000,"DEUTSCH","51-100","PRODUCT","KUBERNETES",13.404954,52.5200066
2019,31,"MALE","BERLIN","CTO","11 to 15","HEAD/LEAD",210000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,47,"MALE","BERLIN","EMBEDDED","16 to 20","SENIOR",65000,"ENGLISH","1000+","BODYSHOP / OUTSOURCE","C/C++",13.404954,52.5200066
2019,40,"MALE","BERLIN","SOFTWARE ARCHITECT","16 to 20","SENIOR",94000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,37,"MALE","BERLIN","FRONTEND","6 to 10","SENIOR",66000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,36,"MALE","BERLIN","DEVELOPER","6 to 10","MIDDLE",65000,"ENGLISH","51-100","PRODUCT","AWS",13.404954,52.5200066
2019,44,"MALE","BERLIN","DATA ENGINEER","21 to 25","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","PYTHON",13.404954,52.5200066
2019,37,"FEMALE","BERLIN","BACKEND DEVELOPER","6 to 10","MIDDLE",57000,"ENGLISH","101-1000","PRODUCT","C/C++",13.404954,52.5200066
2019,30,"FEMALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",54000,"ENGLISH","51-100","PRODUCT","PYTHON",13.404954,52.5200066
2019,33,"MALE","BERLIN","QA","6 to 10","SENIOR",63000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,35,"MALE","MUNICH","SOFTWARE ARCHITECT","11 to 15","PRINCIPAL",120000,"DEUTSCH","101-1000","CONSULTING / AGENCY","GOOGLE CLOUD",11.5819805,48.1351253
2019,25,"MALE","BERLIN","BUSINESS ANALYST","Less than 5","MIDDLE",60000,"ENGLISH","101-1000","PRODUCT","PYTHON",13.404954,52.5200066
2019,25,"MALE","MUNICH","FRONTEND","Less than 5","SENIOR",74000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,32,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",70000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,32,"MALE","MUNICH","DEVELOPER","11 to 15","SENIOR",92000,"ENGLISH","1000+","PRODUCT","GOOGLE CLOUD",11.5819805,48.1351253
2019,42,"MALE","MUNICH","SOFTWARE ARCHITECT","16 to 20","SENIOR",106000,"DEUTSCH","101-1000","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,42,"FEMALE","MUNICH","BUSINESS ANALYST","11 to 15","SENIOR",71000,"DEUTSCH","1000+","BODYSHOP / OUTSOURCE","NOT RELEVANT",11.5819805,48.1351253
2019,30,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","MIDDLE",70000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2019,45,"FEMALE","MUNICH","FRONTEND","Less than 5","JUNIOR",36000,"DEUTSCH","11-50","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,35,"MALE","FRANKFURT","QA","6 to 10","MIDDLE",60500,"ENGLISH","101-1000","BODYSHOP / OUTSOURCE","NOT RELEVANT",8.6821267,50.1109221
2019,42,"MALE","MUNICH","FULLSTACK","16 to 20","MIDDLE",64000,"DEUTSCH","51-100","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,40,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","SENIOR",88000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,30,"FEMALE","MUNICH","QA","6 to 10","SENIOR",56000,"DEUTSCH","51-100","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,32,"FEMALE","BERLIN","FRONTEND","11 to 15","MIDDLE",59500,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"MALE","BERLIN","FULLSTACK","6 to 10","SENIOR",65000,"ENGLISH","UP TO 10","STARTUP","JAVA",13.404954,52.5200066
2019,30,"MALE","BERLIN","DATA ENGINEER","6 to 10","SENIOR",81000,"ENGLISH","101-1000","PRODUCT","PYTHON",13.404954,52.5200066
2019,45,"MALE","MUNICH","QA","11 to 15","SENIOR",70000,"DEUTSCH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,33,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","51-100","PRODUCT","PHP",11.5819805,48.1351253
2019,38,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",66000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,29,"MALE","MUNICH","QA","6 to 10","SENIOR",60000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,33,"MALE","BERLIN","EMBEDDED","6 to 10","SENIOR",74000,"ENGLISH","101-1000","PRODUCT","C/C++",13.404954,52.5200066
2019,34,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","SENIOR",120000,"ENGLISH","UP TO 10","CONSULTING / AGENCY","PHP",11.5819805,48.1351253
2019,33,"MALE","BERLIN","SOFTWARE ARCHITECT","11 to 15","SENIOR",120000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2019,36,"MALE","BERLIN","FULLSTACK","11 to 15","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"FEMALE","MUNICH","FULLSTACK","Less than 5","JUNIOR",57000,"DEUTSCH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,38,"MALE","BERLIN","MANAGER","6 to 10","SENIOR",120000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,24,"FEMALE","MUNICH","BACKEND DEVELOPER","Less than 5","JUNIOR",72000,"ENGLISH","1000+","PRODUCT","C/C++",11.5819805,48.1351253
2019,40,"MALE","FRANKFURT","SAP CONSULTANT","11 to 15","SENIOR",175000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",8.6821267,50.1109221
2019,37,"MALE","MUNICH","FULLSTACK","11 to 15","SENIOR",67000,"DEUTSCH","101-1000","PRODUCT","PHP",11.5819805,48.1351253
2019,25,"MALE","FRANKFURT","BACKEND DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","101-1000","PRODUCT","JAVA",8.6821267,50.1109221
2019,33,"MALE","BERLIN","MOBILE DEVELOPER","6 to 10","SENIOR",80000,"ENGLISH","1000+","PRODUCT","KOTLIN",13.404954,52.5200066
2019,43,"MALE","FRANKFURT","BACKEND DEVELOPER","6 to 10","SENIOR",85000,"DEUTSCH","1000+","PRODUCT","SAP/ABAP",8.6821267,50.1109221
2019,34,"MALE","COLOGNE","QA","6 to 10","MIDDLE",61800,"DEUTSCH","UP TO 10","CONSULTING / AGENCY","JAVA",-93.7805556,44.7688889
2019,28,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",70000,"ENGLISH","51-100","STARTUP","JAVA",13.404954,52.5200066
2019,32,"MALE","MUNICH","DEVELOPER","6 to 10","SENIOR",90000,"ENGLISH","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,25,"FEMALE","MUNICH","FRONTEND","Less than 5","JUNIOR",42000,"DEUTSCH","51-100","CONSULTING / AGENCY","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,44,"MALE","MUNICH","FRONTEND","Less than 5","MIDDLE",60000,"DEUTSCH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,28,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","51-100","STARTUP","JAVA",13.404954,52.5200066
2019,45,"FEMALE","FRANKFURT","DATABASE DEVELOPER","Less than 5","MIDDLE",62000,"DEUTSCH","51-100","PRODUCT","SQL",8.6821267,50.1109221
2019,36,"MALE","BERLIN","MANAGER","11 to 15","SENIOR",80000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,32,"MALE","BERLIN","MOBILE DEVELOPER","Less than 5","MIDDLE",60000,"ENGLISH","101-1000","PRODUCT","SWIFT",13.404954,52.5200066
2019,38,"MALE","MUNICH","SOFTWARE ARCHITECT","16 to 20","SENIOR",120000,"ENGLISH","1000+","PRODUCT","C/C++",11.5819805,48.1351253
2019,42,"FEMALE","MUNICH","PM","6 to 10","MIDDLE",68700,"ENGLISH","51-100","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,32,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","MIDDLE",68000,"ENGLISH","1000+","PRODUCT","JAVA",11.5819805,48.1351253
2019,33,"MALE","MUNICH","FULLSTACK","6 to 10","SENIOR",63000,"ENGLISH","101-1000","PRODUCT",".NET",11.5819805,48.1351253
2019,34,"MALE","COLOGNE","MANAGER","11 to 15","SENIOR",60000,"ENGLISH","1000+","CONSULTING / AGENCY","NOT RELEVANT",-93.7805556,44.7688889
2019,35,"MALE","MUNICH","SOFTWARE ARCHITECT","11 to 15","SENIOR",120000,"RUSSIAN","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,35,"MALE","FRANKFURT","BACKEND DEVELOPER","16 to 20","SENIOR",55000,"ENGLISH","51-100","PRODUCT","PHP",8.6821267,50.1109221
2019,24,"MALE","FRANKFURT","DEVELOPER","Less than 5","JUNIOR",45000,"DEUTSCH","51-100","CONSULTING / AGENCY","AWS",8.6821267,50.1109221
2019,48,"FEMALE","MUNICH","MANAGER","11 to 15","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,40,"FEMALE","MUNICH","SAP CONSULTANT","6 to 10","SENIOR",89000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,29,"MALE","COLOGNE","FULLSTACK","Less than 5","SENIOR",65000,"DEUTSCH","1000+","PRODUCT",".NET",-93.7805556,44.7688889
2019,38,"MALE","MUNICH","FULLSTACK","16 to 20","HEAD/LEAD",114000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,36,"MALE","STUTTGART","MOBILE DEVELOPER","16 to 20","SENIOR",60000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",9.1829321,48.7758459
2019,34,"MALE","MUNICH","BACKEND DEVELOPER","Less than 5","JUNIOR",46000,"DEUTSCH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,32,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",65000,"RUSSIAN","101-1000","PRODUCT","RUBY",13.404954,52.5200066
2019,29,"MALE","MUNICH","DEVELOPER","6 to 10","HEAD/LEAD",85000,"ENGLISH","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,36,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","MIDDLE",75000,"ENGLISH","51-100","PRODUCT","PHP",11.5819805,48.1351253
2019,32,"FEMALE","FRANKFURT","RECRUITER","6 to 10","SENIOR",56000,"ENGLISH","101-1000","CONSULTING / AGENCY","NOT RELEVANT",8.6821267,50.1109221
2019,34,"MALE","KARLSRUHE","FULLSTACK","11 to 15","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",8.4036527,49.0068901
2019,29,"FEMALE","MUNICH","DATA SCIENTIST","Less than 5","MIDDLE",62000,"DEUTSCH","101-1000","PRODUCT","R",11.5819805,48.1351253
2019,31,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","11-50","STARTUP","JAVA",11.5819805,48.1351253
2019,41,"FEMALE","MUNICH","QA","6 to 10","MIDDLE",46000,"DEUTSCH","51-100","PRODUCT","JAVA",11.5819805,48.1351253
2019,35,"MALE","MUNICH","SOFTWARE ARCHITECT","6 to 10","SENIOR",79000,"DEUTSCH","101-1000","CONSULTING / AGENCY",".NET",11.5819805,48.1351253
2019,37,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",72000,"ENGLISH","101-1000","PRODUCT","C/C++",11.5819805,48.1351253
